,Unnamed: 0,Titr,URL,title,Date,text_file
297,298,Media Advisory - Air Canada to,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-host-team-canada-celebration-and-make-a-special-announcement-664391313.html,Media Advisory - Air Canada to Host Team Canada Celebration and Make a Special Announcement,"Dec 15, 2017, 10:00 ET",664391313.txt
298,299,Escape to the Next Level of Lu,https://www.newswire.ca/news-releases/escape-to-the-next-level-of-luxury-with-air-canada-vacations-664141083.html,Escape to the Next Level of Luxury with Air Canada Vacations,"Dec 14, 2017, 09:00 ET",664141083.txt
299,300,Air China and Air Canada Expan,https://www.newswire.ca/news-releases/air-china-and-air-canada-expand-strategic-cooperation-strengthening-canada-china-network-in-advance-of-full-joint-venture-663727253.html,"Air China and Air Canada Expand Strategic Cooperation, Strengthening Canada-China Network in Advance of Full Joint Venture","Dec 12, 2017, 16:19 ET",663727253.txt
300,301,Air Canada's New Boeing 737 MA,https://www.newswire.ca/news-releases/air-canadas-new-boeing-737-max-enters-regular-service-to-transport-customers-with-next-generation-amenities-663392953.html,Air Canada's New Boeing 737 MAX Enters Regular Service to Transport Customers with Next Generation Amenities,"Dec 11, 2017, 09:46 ET",663392953.txt
301,302,Air Canada Announces Pricing o,https://www.newswire.ca/news-releases/air-canada-announces-pricing-of-private-offering-of-enhanced-equipment-trust-certificates-662771023.html,Air Canada Announces Pricing of Private Offering of Enhanced Equipment Trust Certificates,"Dec 08, 2017, 08:00 ET",662771023.txt
302,303,Donate Aeroplan Miles to the A,https://www.newswire.ca/news-releases/donate-aeroplan-miles-to-the-air-canada-foundation-to-help-children-across-canada-obtain-medical-care-662589883.html,Donate Aeroplan Miles to the Air Canada Foundation To Help Children across Canada Obtain Medical Care,"Dec 07, 2017, 13:52 ET",662589883.txt
303,304,G'Day Melbourne; Air Canada In,https://www.newswire.ca/news-releases/gday-melbourne-air-canada-inaugurates-the-only-non-stop-flights-from-canada-661539223.html,G'Day Melbourne; Air Canada Inaugurates the Only Non-Stop Flights from Canada,"Dec 02, 2017, 17:30 ET",661539223.txt
304,305,Air Canada Rouge to Launch Non,https://www.newswire.ca/news-releases/air-canada-rouge-to-launch-non-stop-montreal-victoria-flights-for-summer-2018-661240093.html,Air Canada Rouge to Launch Non-Stop Montreal-Victoria Flights for Summer 2018,"Dec 01, 2017, 07:03 ET",661240093.txt
305,306,Air Canada to Launch New Domes,https://www.newswire.ca/news-releases/air-canada-to-launch-new-domestic-routes-for-summer-2018-661239833.html,Air Canada to Launch New Domestic Routes for Summer 2018,"Dec 01, 2017, 07:00 ET",661239833.txt
306,307,Air Canada to Launch Edmonton ,https://www.newswire.ca/news-releases/air-canada-to-launch-edmonton-to-san-francisco-non-stop-daily-flights-660789903.html,Air Canada to Launch Edmonton to San Francisco Non-Stop Daily Flights,"Nov 29, 2017, 11:30 ET",660789903.txt
307,308,Air Canada Expands its North A,https://www.newswire.ca/news-releases/air-canada-expands-its-north-american-network-with-new-transborder-routes-starting-spring-2018-660735553.html,Air Canada Expands its North American Network with New Transborder Routes starting Spring 2018,"Nov 29, 2017, 07:00 ET",660735553.txt
308,309,Air Canada Debuts Exclusive Ai,https://www.newswire.ca/news-releases/air-canada-debuts-exclusive-air-canada-signature-suite-for-premium-international-customers-at-its-toronto-global-hub-660729523.html,Air Canada Debuts Exclusive Air Canada Signature Suite for Premium International Customers at its Toronto Global Hub,"Nov 29, 2017, 06:30 ET",660729523.txt
309,310,Air Canada celebrates the joy ,https://www.newswire.ca/news-releases/air-canada-celebrates-the-joy-of-coming-home-for-the-holidays-660600593.html,Air Canada celebrates the joy of coming home for the holidays,"Nov 28, 2017, 16:40 ET",660600593.txt
310,311,Air Canada Offers Altitude Mem,https://www.newswire.ca/news-releases/air-canada-offers-altitude-members-the-choice-of-complimentary-gogo-wi-fi-660507923.html,Air Canada Offers Altitude Members the Choice of Complimentary Gogo Wi-Fi,"Nov 28, 2017, 09:01 ET",660507923.txt
311,312,Media Advisory - Air Canada Se,https://www.newswire.ca/news-releases/media-advisory---air-canada-senior-vice-president-financial-planning-and-analysis-amos-kazzaz-to-present-at-the-credit-suisse-5th-annual-industrials-conference-660273813.html,"Media Advisory - Air Canada Senior Vice President, Financial Planning and Analysis, Amos Kazzaz, to Present at the Credit Suisse 5th Annual Industrials Conference","Nov 27, 2017, 10:00 ET",660273813.txt
312,313,Air Canada Customers Can Now A,https://www.newswire.ca/news-releases/air-canada-customers-can-now-ask-alexa-for-helpful-travel-information-657692033.html,Air Canada Customers Can Now Ask Alexa for Helpful Travel Information,"Nov 15, 2017, 08:00 ET",657692033.txt
313,314,Media Advisory - Air Canada Ex,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-scotiabank-transportation--aerospace-conference-2017-656639213.html,"Media Advisory - Air Canada Executive Vice President and Chief Financial Officer, Michael Rousseau to Present at the Scotiabank Transportation &amp; Aerospace Conference 2017","Nov 10, 2017, 10:22 ET",656639213.txt
314,315,Air Canada Develops Virtual Re,https://www.newswire.ca/news-releases/air-canada-develops-virtual-reality-experience-to-showcase-its-unique-dreamliner-offering-656410203.html,Air Canada Develops Virtual Reality Experience to Showcase its Unique Dreamliner Offering,"Nov 09, 2017, 12:39 ET",656410203.txt
315,316,Air Canada and Sky Regional Ai,https://www.newswire.ca/news-releases/air-canada-and-sky-regional-airlines-conclude-10-year-extension-to-capacity-purchase-agreement-655858653.html,Air Canada and Sky Regional Airlines Conclude 10-Year Extension to Capacity Purchase Agreement,"Nov 07, 2017, 11:00 ET",655858653.txt
316,317,Air Canada Named One of Canada,https://www.newswire.ca/news-releases/air-canada-named-one-of-canadas-top-100-employers-for-the-fifth-consecutive-year-655846223.html,Air Canada Named One of Canada's Top 100 Employers for the Fifth Consecutive Year,"Nov 07, 2017, 10:00 ET",655846223.txt
317,318,Air Canada Named Best Long Hau,https://www.newswire.ca/news-releases/air-canada-named-best-long-haul-airline-in-the-americas-654744583.html,Air Canada Named Best Long Haul Airline in the Americas,"Nov 02, 2017, 14:43 ET",654744583.txt
318,319,Air Canada Expands Acceptance ,https://www.newswire.ca/news-releases/air-canada-expands-acceptance-of-alternative-payments-for-international-transactions-to-support-global-growth-strategy-654416223.html,Air Canada Expands Acceptance of Alternative Payments for International Transactions to Support Global Growth Strategy,"Nov 01, 2017, 07:00 ET",654416223.txt
319,320,Air Canada Establishes Automat,https://www.newswire.ca/news-releases/air-canada-establishes-automatic-share-purchase-plan-653563213.html,Air Canada Establishes Automatic Share Purchase Plan,"Oct 27, 2017, 06:00 ET",653563213.txt
320,321,Air Canada Reports Record Thir,https://www.newswire.ca/news-releases/air-canada-reports-record-third-quarter-2017-results-652989153.html,Air Canada Reports Record Third Quarter 2017 Results,"Oct 25, 2017, 06:00 ET",652989153.txt
321,322,B-ROLL ADVISORY: Air Canada an,https://www.newswire.ca/news-releases/b-roll-advisory-air-canada-announces-canadas-best-new-restaurants-2017-651851493.html,B-ROLL ADVISORY: Air Canada announces Canada's Best New Restaurants 2017,"Oct 20, 2017, 09:31 ET",651851493.txt
322,323,Air Canada announces Canada's ,https://www.newswire.ca/news-releases/air-canada-announces-canadas-best-new-restaurants-2017-651720123.html,Air Canada announces Canada's Best New Restaurants 2017,"Oct 20, 2017, 06:00 ET",651720123.txt
323,324,Media Advisory - Air Canada to,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-present-third-quarter-2017-results-650454663.html,Media Advisory - Air Canada to Present Third Quarter 2017 Results,"Oct 11, 2017, 13:36 ET",650454663.txt
324,325,Air Canada partners with Amade,https://www.newswire.ca/news-releases/air-canada-partners-with-amadeus-to-support-international-network-and-improvements-to-customer-experience-649548693.html,Air Canada partners with Amadeus to support international network and improvements to customer experience,"Oct 05, 2017, 06:00 ET",649548693.txt
325,326,Air Canada's 2016 Corporate Su,https://www.newswire.ca/news-releases/air-canadas-2016-corporate-sustainability-report-affirms-commitment-to-responsible-business-practices-649038233.html,Air Canada's 2016 Corporate Sustainability Report Affirms Commitment to Responsible Business Practices,"Oct 02, 2017, 08:00 ET",649038233.txt
326,327,Air Canada Expands its Global ,https://www.newswire.ca/news-releases/air-canada-expands-its-global-network-from-montreal-with-new-service-to-bucharest-romania-and-lisbon-portugal-648502553.html,"Air Canada Expands its Global Network from Montreal with New Service to Bucharest, Romania and Lisbon, Portugal","Sep 28, 2017, 13:02 ET",648502553.txt
327,328,Air Canada Expands its Global ,https://www.newswire.ca/news-releases/air-canada-expands-its-global-network-with-new-and-enhanced-services-to-europe-south-america-and-africa-for-summer-2018-648502503.html,"Air Canada Expands its Global Network with New and Enhanced Services to Europe, South America and Africa for Summer 2018","Sep 28, 2017, 13:02 ET",648502503.txt
328,329,/R E P E A T -- GlobalMedic & ,https://www.newswire.ca/news-releases/r-e-p-e-a-t----globalmedic--air-canada-supporting-mexico-earthquake-relief-with-hygiene-kits-and-clean-water-648169503.html,/R E P E A T -- GlobalMedic &amp; Air Canada supporting Mexico earthquake relief with Hygiene Kits and clean water/,"Sep 27, 2017, 06:00 ET",648169503.txt
329,330,GlobalMedic & Air Canada suppo,https://www.newswire.ca/news-releases/globalmedic--air-canada-supporting-mexico-earthquake-relief-with-hygiene-kits-and-clean-water-648064503.html,GlobalMedic &amp; Air Canada supporting Mexico earthquake relief with Hygiene Kits and clean water,"Sep 26, 2017, 18:46 ET",648064503.txt
330,331,Air Canada Unveils New Vancouv,https://www.newswire.ca/news-releases/air-canada-unveils-new-vancouver-international-maple-leaf-lounge-showcasing-bc-and-canadian-design-and-artwork-647954053.html,Air Canada Unveils New Vancouver International Maple Leaf Lounge Showcasing BC and Canadian Design and Artwork,"Sep 26, 2017, 10:16 ET",647954053.txt
331,332,Media Advisory - Air Canada Ex,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-cibc-16th-annual-eastern-institutional-investor-conference-646527273.html,"Media Advisory - Air Canada Executive Vice President and Chief Financial Officer, Michael Rousseau, to Present at the CIBC 16th Annual Eastern Institutional Investor Conference","Sep 21, 2017, 15:12 ET",646527273.txt
332,333,Air Canada and AAR Conclude $5,https://www.newswire.ca/news-releases/air-canada-and-aar-conclude-500m-cad-agreement-for-airframe-maintenance-in-quebec-canada-645721363.html,"Air Canada and AAR Conclude $500M CAD Agreement for Airframe Maintenance in Québec, Canada","Sep 19, 2017, 10:31 ET",645721363.txt
333,334,Air Canada Establishes New Tar,https://www.newswire.ca/news-releases/air-canada-establishes-new-targets-for-2018-2020-and-provides-update-on-its-loyalty-business-645642583.html,Air Canada Establishes New Targets for 2018-2020 and Provides Update on its Loyalty Business,"Sep 19, 2017, 06:00 ET",645642583.txt
334,335,Air Canada Provides Humanitari,https://www.newswire.ca/news-releases/air-canada-provides-humanitarian-relief-of-essential-supplies-to-regions-affected-by-hurricane-irma-645471113.html,Air Canada Provides Humanitarian Relief of Essential Supplies to Regions Affected by Hurricane Irma,"Sep 18, 2017, 16:56 ET",645471113.txt
335,336,Air Canada Announces New Appoi,https://www.newswire.ca/news-releases/air-canada-announces-new-appointment-to-its-board-of-directors-644707993.html,Air Canada Announces New Appointment to its Board of Directors,"Sep 15, 2017, 14:30 ET",644707993.txt
336,337,Air Canada Announces Appointme,https://www.newswire.ca/news-releases/air-canada-announces-appointment-of-catherine-dyer-as-chief-information-officer-644457073.html,Air Canada Announces Appointment of Catherine Dyer as Chief Information Officer,"Sep 14, 2017, 12:14 ET",644457073.txt
337,338,Air Canada Provides Further De,https://www.newswire.ca/news-releases/air-canada-provides-further-details-on-amendments-to-long-term-collective-agreement-with-pilots-644261673.html,Air Canada Provides Further Details on Amendments to Long-Term Collective Agreement with Pilots,"Sep 13, 2017, 15:47 ET",644261673.txt
338,339,The Air Canada Foundation Help,https://www.newswire.ca/news-releases/the-air-canada-foundation-helps-conquer-sexual-exploitation-of-quebec-youth-644219353.html,The Air Canada Foundation Helps Conquer Sexual Exploitation of Quebec Youth!,"Sep 13, 2017, 11:58 ET",644219353.txt
339,340,Air Canada Deepens Embrace of ,https://www.newswire.ca/news-releases/air-canada-deepens-embrace-of-the-emerald-isle-with-expanded-non-stop-services-to-ireland-from-toronto-and-montreal-644157843.html,Air Canada Deepens Embrace of the Emerald Isle with Expanded Non-Stop Services to Ireland from Toronto and Montreal,"Sep 13, 2017, 07:00 ET",644157843.txt
340,341,"Air Canada Concludes ""Win-Win""",https://www.newswire.ca/news-releases/air-canada-concludes-win-win-amendments-to-long-term-collective-agreement-with-pilots-644034743.html,"Air Canada Concludes ""Win-Win"" Amendments to Long-Term Collective Agreement with Pilots","Sep 12, 2017, 15:52 ET",644034743.txt
341,342,Air Canada Provides Update on ,https://www.newswire.ca/news-releases/air-canada-provides-update-on-hurricane-irma-644023873.html,Air Canada Provides Update on Hurricane Irma,"Sep 12, 2017, 15:44 ET",644023873.txt
342,343,What's That Silver Plane in th,https://www.newswire.ca/news-releases/whats-that-silver-plane-in-the-air-air-canadas-lockheed-10-a-takes-to-the-skies-to-mark-the-airlines-80th-anniversary-643432793.html,What's That Silver Plane in the Air? Air Canada's Lockheed 10-A Takes to the Skies to Mark the Airline's 80th Anniversary,"Sep 09, 2017, 11:13 ET",643432793.txt
