Titr,URL,title,Date,text_file
Air Canada Reports Record Janu,https://www.newswire.ca/news-releases/air-canada-reports-record-january-load-factor-511925151.html,,,
Air Canada Introduces Q400 Ser,https://www.newswire.ca/news-releases/air-canada-introduces-q400-service-in-western-canada-increases-capacity-with-next-generation-aircraft-511910891.html,,,
Media Advisory - Air Canada to,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-present-fourth-quarter-and-full-year-2012-results-511880281.html,,,
Air Canada Becomes the Only In,https://www.newswire.ca/news-releases/air-canada-becomes-the-only-international-four-star-airline-in-north-america-511879001.html,,,
Air Canada Reports Record Load,https://www.newswire.ca/news-releases/air-canada-reports-record-load-factors-for-december-and-full-year-2012-511791981.html,,,
Air Canada rouge™: Introducing,https://www.newswire.ca/news-releases/air-canada-rouge-introducing-canadas-new-leisure-airline-511397131.html,,,
/R E P E A T -- Media advisory,https://www.newswire.ca/news-releases/r-e-p-e-a-t----media-advisoryphoto-opp-air-canada-to-present-its-new-leisure-carrier-511393891.html,,,
Media advisory/Photo opp: Air ,https://www.newswire.ca/news-releases/media-advisoryphoto-opp-air-canada-to-present-its-new-leisure-carrier-511391691.html,,,
Air Canada Voted Top Honours i,https://www.newswire.ca/news-releases/air-canada-voted-top-honours-in-travel-magazine-awards-511369331.html,,,
Air Canada Self-Service Tips f,https://www.newswire.ca/news-releases/air-canada-self-service-tips-for-smooth-holiday-travel-511365261.html,,,
"Air Canada, South African Airw",https://www.newswire.ca/news-releases/air-canada-south-african-airways-sign-code-share-agreement-511358621.html,,,
Air Canada Announces Christine,https://www.newswire.ca/news-releases/air-canada-announces-christine-sinclair-as-recipient-of-first-annual-air-canada-athlete-of-the-year-award-511358021.html,,,
Air Canada Reports November Lo,https://www.newswire.ca/news-releases/air-canada-reports-november-load-factor-511336691.html,,,
Air Canada and Turkish Airline,https://www.newswire.ca/news-releases/air-canada-and-turkish-airlines-enter-into-code-share-agreement-511295481.html,,,
Air Canada Plans Major Interna,https://www.newswire.ca/news-releases/air-canada-plans-major-international-expansion-this-summer-with-a-focus-on-key-gateways-to-asia-511275111.html,,,
Media Advisory - Air Canada Ex,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-scotiabank---transportation-and-aerospace-conference-2012-511161961.html,,,
Air Canada Announces New Appoi,https://www.newswire.ca/news-releases/air-canada-announces-new-appointment-to-board-of-directors-511156181.html,,,
Air Canada Welcomes EU Emissio,https://www.newswire.ca/news-releases/air-canada-welcomes-eu-emissions-trading-moratorium-511152711.html,,,
Air Canada Reports Third Quart,https://www.newswire.ca/news-releases/air-canada-reports-third-quarter-2012-results-511121001.html,,,
Media Advisory - Air Canada Vi,https://www.newswire.ca/news-releases/media-advisory---air-canada-vice-president-financial-planning-and-analysis-amos-kazzaz-to-present-at-rbc---canadian-airline--aerospace-forum---montreal-511109681.html,,,
Air Canada Reports Record Octo,https://www.newswire.ca/news-releases/air-canada-reports-record-october-load-factor-511105141.html,,,
Interac® Online cleared for ta,https://www.newswire.ca/news-releases/interac-online-cleared-for-takeoff-with-air-canada-511088511.html,,,
Interac® Online cleared for ta,https://www.newswire.ca/news-releases/interac-online-cleared-for-takeoff-with-air-canada-511085581.html,,,
Media Advisory - Air Canada to,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-present-2012-third-quarter-results-511036201.html,,,
Air Canada Comments on Competi,https://www.newswire.ca/news-releases/air-canada-comments-on-competition-bureau-agreement-511024111.html,,,
Air Canada Welcomes Amendments,https://www.newswire.ca/news-releases/air-canada-welcomes-amendments-to-federal-legislation-towards-ratification-of-cape-town-convention-and-protocol-510985761.html,,,
Air Canada Increases Flights i,https://www.newswire.ca/news-releases/air-canada-increases-flights-in-western-canada-deploys-new-q400-aircraft-this-winter-510978881.html,,,
Air Canada enRoute Film Festiv,https://www.newswire.ca/news-releases/air-canada-enroute-film-festival-reveals-2012-finalists-510970981.html,,,
Air Canada Welcomes Appointmen,https://www.newswire.ca/news-releases/air-canada-welcomes-appointments-to-catsa-board-510921481.html,,,
Air Canada Launches Facebook C,https://www.newswire.ca/news-releases/air-canada-launches-facebook-contest-to-name-new-low-cost-leisure-airline-510903061.html,,,
Air Canada Reports Record Sept,https://www.newswire.ca/news-releases/air-canada-reports-record-september-load-factor-510868731.html,,,
Air Canada Realigns Sales Orga,https://www.newswire.ca/news-releases/air-canada-realigns-sales-organization-510861661.html,,,
Air Canada Realigns Sales Orga,https://www.newswire.ca/news-releases/air-canada-realigns-sales-organization-510861401.html,,,
Air Canada to Form Leisure Gro,https://www.newswire.ca/news-releases/air-canada-to-form-leisure-group-with-combination-of-new-low-cost-airline-and-air-canada-vacations-michael-friisdahl-appointed-as-president-and-ceo-of-new-unit-510860351.html,,,
Air Canada Announces Fleet Pla,https://www.newswire.ca/news-releases/air-canada-announces-fleet-plan-for-international-growth-510848751.html,,,
Air Canada Announces Appointme,https://www.newswire.ca/news-releases/air-canada-announces-appointment-of-klaus-goersch-as-executive-vice-president-and-chief-operating-officer-510842361.html,,,
Media Advisory - Air Canada Ex,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-credit-suisse-global-credit-products-conference-510806621.html,,,
Air Canada and Aer Lingus Sign,https://www.newswire.ca/news-releases/air-canada-and-aer-lingus-sign-interline-agreement-510804091.html,,,
Air Canada to Hire Over 900 Em,https://www.newswire.ca/news-releases/air-canada-to-hire-over-900-employees-510801001.html,,,
Media Advisory - Air Canada Ex,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-cibc-11th-annual-eastern-institutional-investor-conference-510728361.html,,,
Air Canada Reports Record Augu,https://www.newswire.ca/news-releases/air-canada-reports-record-august-load-factor-510698911.html,,,
/R E P E A T -- Air Canada's Y,https://www.newswire.ca/news-releases/r-e-p-e-a-t----air-canadas-year-long-anniversary-celebrations-continue-with-launch-of-fare-promotion-to-mark-inaugural-flight-510664261.html,,,
Air Canada's Year-Long Anniver,https://www.newswire.ca/news-releases/air-canadas-year-long-anniversary-celebrations-continue-with-launch-of-fare-promotion-to-mark-inaugural-flight-510648821.html,,,
Air Canada Foundation First An,https://www.newswire.ca/news-releases/air-canada-foundation-first-annual-golf-tournament-raises-over-268000-for-children-in-need-510564301.html,,,
Air Canada Reports Second Quar,https://www.newswire.ca/news-releases/air-canada-reports-second-quarter-2012-results-510554751.html,,,
Air Canada Reports July Load F,https://www.newswire.ca/news-releases/air-canada-reports-july-load-factor-510550021.html,,,
Air Canada enRoute Film Festiv,https://www.newswire.ca/news-releases/air-canada-enroute-film-festival-announces-2012-jury-new-peoples-choice-award-510536151.html,,,
Air Canada and ACPA Receive Ar,https://www.newswire.ca/news-releases/air-canada-and-acpa-receive-arbitrators-final-offer-selection-510525491.html,,,
Air Canada Comments on Aveos R,https://www.newswire.ca/news-releases/air-canada-comments-on-aveos-restructuring-report-510516171.html,,,
Media Advisory - Air Canada to,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-present-2012-second-quarter-results-510509561.html,,,
Air Canada Goes Green and Goes,https://www.newswire.ca/news-releases/air-canada-goes-green-and-goes-for-gold-flies-canadian-olympic-team-members-to-london-games-on-biofuel-powered-flight-510504841.html,,,
Air Canada Announces Appointme,https://www.newswire.ca/news-releases/air-canada-announces-appointment-of-derek-vanstone-as-vice-president-corporate-strategy-industry-and-government-affairs-510491681.html,,,
Air Canada Named 'Best Interna,https://www.newswire.ca/news-releases/air-canada-named-best-international-airline-in-north-america-in-global-industry-survey-of-more-than-18-million-travelers-510473031.html,,,
Air Canada Reports Record June,https://www.newswire.ca/news-releases/air-canada-reports-record-june-load-factor-510451651.html,,,
Air Canada Self-Service Option,https://www.newswire.ca/news-releases/air-canada-self-service-options-make-for-easy-summer-travel-510422351.html,,,
Air Canada Becomes Exclusive A,https://www.newswire.ca/news-releases/air-canada-becomes-exclusive-airline-partner-of-just-for-laughs-montreal-and-toronto-international-comedy-festivals-510405721.html,,,
Air Canada to Conduct First Fl,https://www.newswire.ca/news-releases/air-canada-to-conduct-first-flight-with-sustainable-biofuel-510385681.html,,,
Air Canada and IAMAW Receive A,https://www.newswire.ca/news-releases/air-canada-and-iamaw-receive-arbitrators-final-offer-selection-510384461.html,,,
Media Advisory - Pre-Flight Br,https://www.newswire.ca/news-releases/media-advisory---pre-flight-briefing-for-air-canadas-greenest-flight-ever-510359621.html,,,
"Air Canada Enhances St.John's,",https://www.newswire.ca/news-releases/air-canada-enhances-stjohns-nl-services-this-summer-510345691.html,,,
Air Canada Hosts Star Alliance,https://www.newswire.ca/news-releases/air-canada-hosts-star-alliance-ceos-in-vancouver-for-annual-strategy-meeting-510342281.html,,,
Air Canada Reports May Load Fa,https://www.newswire.ca/news-releases/air-canada-reports-may-load-factor-510337261.html,,,
Air Canada announces retiremen,https://www.newswire.ca/news-releases/air-canada-announces-retirement-of-executive-vice-president-and-chief-operating-officer-duncan-dee-510337161.html,,,
Air Canada Receives Shareholde,https://www.newswire.ca/news-releases/air-canada-receives-shareholder-approval-of-proposed-amendments-to-shareholder-rights-plan-510322721.html,,,
Air Canada and IAMAW Proceed t,https://www.newswire.ca/news-releases/air-canada-and-iamaw-proceed-to-final-offer-arbitration-510265781.html,,,
Air Canada Re-Launches Daily N,https://www.newswire.ca/news-releases/air-canada-re-launches-daily-non-stop-seasonal-flights-between-st-johns-nl-and-london-heathrow-easy-and-fast-connecting-flights-across-europe-510254921.html,,,
Media Advisory - Air Canada Ex,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-bank-of-america-merrill-lynch-global-transportation-conference-510250601.html,,,
Air Canada Receives Conditiona,https://www.newswire.ca/news-releases/air-canada-receives-conditional-exemption-from-applicable-take-over-bid-and-related-early-warning-reporting-requirements-510184281.html,,,
Air Canada Reports First Quart,https://www.newswire.ca/news-releases/air-canada-reports-first-quarter-2012-results-510176121.html,,,
Air Canada Reports April Load ,https://www.newswire.ca/news-releases/air-canada-reports-april-load-factor-510172951.html,,,
Air Canada Expands Leading Pos,https://www.newswire.ca/news-releases/air-canada-expands-leading-position-in-new-york-city-with-inaugural-flight-to-john-f-kennedy-international-airport-510164621.html,,,
Air Canada Expands its Seatbac,https://www.newswire.ca/news-releases/air-canada-expands-its-seatback-entertainment-content-to-offer-customers-twice-as-many-in-flight-movies-and-more-tv-shows-510136131.html,,,
Air Canada and IAMAW to Return,https://www.newswire.ca/news-releases/air-canada-and-iamaw-to-return-to-negotiating-table-510115421.html,,,
Air Canada Provides Preliminar,https://www.newswire.ca/news-releases/air-canada-provides-preliminary-first-quarter-results-and-update-on-maintenance-arrangements-following-aveos-closure-510109051.html,,,
Media Advisory - Air Canada to,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-present-first-quarter-2012-results-510096121.html,,,
Air Canada and ACPA to Return ,https://www.newswire.ca/news-releases/air-canada-and-acpa-to-return-to-negotiating-table-510055791.html,,,
The 2012 Air Canada enRoute Fi,https://www.newswire.ca/news-releases/the-2012-air-canada-enroute-film-festival-call-for-entries-taking-filmmakers-to-new-heights-510052621.html,,,
Air Canada Expects to Resume R,https://www.newswire.ca/news-releases/air-canada-expects-to-resume-regular-schedule-saturday-april-14-510020051.html,,,
Air Canada Reports March Load ,https://www.newswire.ca/news-releases/air-canada-reports-march-load-factor-509985431.html,,,
Air Canada Reiterates Full Com,https://www.newswire.ca/news-releases/air-canada-reiterates-full-compliance-with-air-canada-public-participation-act-509944231.html,,,
Update on Air Canada Flight De,https://www.newswire.ca/news-releases/update-on-air-canada-flight-delays-and-cancellations-509900951.html,,,
Air Canada Provides Update on ,https://www.newswire.ca/news-releases/air-canada-provides-update-on-aveos-contingency-plans-rfp-process-for-new-maintenance-repair-and-overhaul-services-to-favour-montreal-winnipeg-vancouver-and-toronto-509891551.html,,,
Air Canada Comments on Aveos N,https://www.newswire.ca/news-releases/air-canada-comments-on-aveos-notice-of-closure-509871451.html,,,
Air Canada offers $15 million ,https://www.newswire.ca/news-releases/air-canada-offers-15-million-emergency-financing-to-aveos-through-its-monitor-509855441.html,,,
Air Canada Comments on Aveos c,https://www.newswire.ca/news-releases/air-canada-comments-on-aveos-closures-and-its-contingency-planning-509849281.html,,,
Airport Utility Fire Reduces A,https://www.newswire.ca/news-releases/airport-utility-fire-reduces-air-canada-operations-at-toronto-509841541.html,,,
No Disruption of Service at Ai,https://www.newswire.ca/news-releases/no-disruption-of-service-at-air-canada-509771411.html,,,
Air Canada Issues Notice to Lo,https://www.newswire.ca/news-releases/air-canada-issues-notice-to-lock-out-pilots-on-monday-march-12-509770251.html,,,
/R E P E A T -- Air Canada Rec,https://www.newswire.ca/news-releases/r-e-p-e-a-t----air-canada-receives-strike-notice-from-the-iamaw-to-take-effect-march-12-509758791.html,,,
Air Canada Receives Strike Not,https://www.newswire.ca/news-releases/air-canada-receives-strike-notice-from-the-iamaw-to-take-effect-march-12-509758031.html,,,
Air Canada Reports February Lo,https://www.newswire.ca/news-releases/air-canada-reports-february-load-factor-509750421.html,,,
Air Canada Celebrates 75th Ann,https://www.newswire.ca/news-releases/air-canada-celebrates-75th-anniversary-with-debut-of-boeing-787-dreamliner-in-canada-509742351.html,,,
/R E P E A T -- Media Advisory,https://www.newswire.ca/news-releases/r-e-p-e-a-t----media-advisory---photo-and-video-opportunity-boeings-new-787-dreamliner-vintage-air-canada-uniform-fashion-show-and-first-air-canada-plane---air-canada-hosts-first-visit-of-boeing-787-dreamliner-to-canada-mark-509734151.html,,,
Air Canada launches the Air Ca,https://www.newswire.ca/news-releases/air-canada-launches-the-air-canada-foundation-509727141.html,,,
Air Canada's non-stop Calgary-,https://www.newswire.ca/news-releases/air-canadas-non-stop-calgary-tokyo-narita-flights-now-year-round-509726711.html,,,
Media Advisory - Photo and Vid,https://www.newswire.ca/news-releases/media-advisory---photo-and-video-opportunity-boeings-new-787-dreamliner-vintage-air-canada-uniform-fashion-show-and-first-air-canada-plane---air-canada-hosts-first-visit-of-boeing-787-dreamliner-to-canada-marks-75th-anniversa-509715991.html,,,
Air Canada Applauds British Co,https://www.newswire.ca/news-releases/air-canada-applauds-british-columbias-move-to-eliminate-provincial-fuel-tax-for-international-flights-509698721.html,,,
Air Canada Confirms Business a,https://www.newswire.ca/news-releases/air-canada-confirms-business-as-usual-following-iamaw-vote-509693291.html,,,
Air Canada Confirms Ratificati,https://www.newswire.ca/news-releases/air-canada-confirms-ratification-of-new-collective-agreement-by-flight-dispatchers-509683191.html,,,
Air Canada Confirms Ratificati,https://www.newswire.ca/news-releases/air-canada-confirms-ratification-of-new-collective-agreement-by-flight-operations-crew-schedulers-509671301.html,,,
Air Canada Confirms Ratificati,https://www.newswire.ca/news-releases/air-canada-confirms-ratification-of-new-collective-agreement-by-in-flight-service-crew-schedulers-509653371.html,,,
Air Canada Confirms Business a,https://www.newswire.ca/news-releases/air-canada-confirms-business-as-usual-following-pilot-vote-welcomes-appointment-of-co-mediators-509638391.html,,,
Air Canada and CALDA Reach Ten,https://www.newswire.ca/news-releases/air-canada-and-calda-reach-tentative-agreement-on-new-contract-for-flight-dispatchers-509617071.html,,,
Air Canada and CAW Reach Tenta,https://www.newswire.ca/news-releases/air-canada-and-caw-reach-tentative-agreement-on-new-contract-for-in-flight-service-crew-schedulers-509616231.html,,,
Air Canada and IAMAW Reach Ten,https://www.newswire.ca/news-releases/air-canada-and-iamaw-reach-tentative-agreement-on-new-contract-509609261.html,,,
Air Canada Reports Full Year a,https://www.newswire.ca/news-releases/air-canada-reports-full-year-and-fourth-quarter-2011-results-509596301.html,,,
Air Canada Introduces All-Incl,https://www.newswire.ca/news-releases/air-canada-introduces-all-inclusive-price-advertising-with-worldwide-seat-sale-marking-its-75th-anniversary-celebrations-509585671.html,,,
Air Canada Strengthens Leading,https://www.newswire.ca/news-releases/air-canada-strengthens-leading-position-in-new-york-city-with-new-non-stop-flights-to-jfk-and-hourly-flights-to-laguardia-509485401.html,,,
Air Canada Comments on Negotia,https://www.newswire.ca/news-releases/air-canada-comments-on-negotiations-with-acpa-509484261.html,,,
Air Canada Reports December an,https://www.newswire.ca/news-releases/air-canada-reports-december-and-full-year-2011-traffic-509411511.html,,,
Heathrow conditions continue t,https://www.newswire.ca/news-releases/heathrow-conditions-continue-to-limit-air-canada-flights-to-london-507210791.html,,,
Heathrow Closure Forces Cancel,https://www.newswire.ca/news-releases/heathrow-closure-forces-cancellation-of-additional-air-canada-flights-507208741.html,,,
